facility_code,facility_name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,beds_and_cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,service_names,source,keph_level_numeric,facility_id,eligible_hemodialysis,eligible_icu_ventilator,eligible_anesthesia_theatre,eligible_mri_ct,eligible_xray,eligible_ultrasound,eligible_patient_monitor,equipment_eligible_any
17120.0,Shelemba,Shelemba Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Taita Taveta,Mwatate,Mwatate,Ronge,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17120.0,False,False,False,False,False,False,False,False
17118.0,Holo Dispensary,Holo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Nyando,Nyando,Awasi/Onjiko,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17118.0,False,False,False,False,False,False,False,False
17117.0,Nalondo Health Centre (Model),Nalondo Health Centre (Model),Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,5,0,5,Bungoma,Kabuchai,Kabuchai,West Nalondo,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,17117.0,False,False,False,False,True,True,True,True
17116.0,Luuya Dispensary,Luuya Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bungoma,Kabuchai,Kabuchai,Bwake/Luuya,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17116.0,False,False,False,False,False,False,False,False
17115.0,Moigutwo Dispensary,Moigutwo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Bartabwa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17115.0,False,False,False,False,False,False,False,False
17114.0,Rekeke Model Health Centre,Rekeke Model Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Taita Taveta,Taveta,Taveta,Mata,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,17114.0,False,False,False,False,True,True,True,True
17113.0,Ebukoolo Dispensary,Ebukoolo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Vihiga,Emuhaya,Emuhaya,West Bunyore,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17113.0,False,False,False,False,False,False,False,False
17112.0,Luanda Wayside Clinic,Luanda Wayside Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Vihiga,Luanda,Luanda,Luanda Township,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17112.0,False,False,False,False,False,False,False,False
17111.0,Mashambani Health Centre,Mashambani Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Muhoroni,Muhoroni,Chemelil,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,17111.0,False,False,False,False,True,True,True,True
17110.0,Koru Dispensary,Koru Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Muhoroni,Muhoroni,Muhoroni Koru,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17110.0,False,False,False,False,False,False,False,False
17108.0,Masol Dispensary,Masol Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Sigor,Pokot Central,Masool,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17108.0,False,False,False,False,False,False,False,False
17106.0,Kangonde Health Centre,Kangonde Health centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,4,6,Machakos,Masinga,Masinga,Masinga Central,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,17106.0,False,False,False,False,True,True,True,True
17105.0,Kaonyweni Dispensary,Kaonyweni Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,2,2,Machakos,Masinga,Masinga,Kivaa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17105.0,False,False,False,False,False,False,False,False
17104.0,Kwa Mwatu Dispensary,Kwa Mwatu Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Yatta,Yatta,Matuu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17104.0,False,False,False,False,False,False,False,False
17103.0,Sutyechun Dispensary,Sutyechun Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Saimo/Soi,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17103.0,False,False,False,False,False,False,False,False
17102.0,Kibiryokwonin Dispensary,Kibiryokwonin Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Saimoi/Kipsaraman,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17102.0,False,False,False,False,False,False,False,False
17101.0,Rondonin Dispensary,Rondonin Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Saimo/Soi,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17101.0,False,False,False,False,False,False,False,False
17100.0,Kalabata Dispensary,Kalabata Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo North,Baringo North,Bartabwa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17100.0,False,False,False,False,False,False,False,False
17099.0,Kipsogon Dispensary,Kipsogon Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Mogotio,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17099.0,False,False,False,False,False,False,False,False
17098.0,Kamar Dispensary,Kamar Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Emining,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,2.0,17098.0,False,False,False,False,False,False,False,False
17097.0,Ng'endalel Dispensary,Ng'endalel Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Kisanana,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17097.0,False,False,False,False,False,False,False,False
17096.0,Waseges Dispensary,Waseges Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Kisanana,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17096.0,False,False,False,False,False,False,False,False
17095.0,Chemoinoi Dispensary,Chemoinoi Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Emining,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17095.0,False,False,False,False,False,False,False,False
17094.0,Tinganga Catholic Dispensary,Tinganga Catholic Dispensary,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,Kiambu,Kiambu,Kiambu Town,Ting'ang'a,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17094.0,False,False,False,False,False,False,False,False
17093.0,Sugumerga Dispensary,Sugumerga Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Chepalungu,Chepalungu,Sigor,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17093.0,False,False,False,False,False,False,False,False
17092.0,Sachora Dispensary,Sachora Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Chepalungu,Chepalungu,Nyangores,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17092.0,False,False,False,False,False,False,False,False
17091.0,Kipkitur Dispensary,Kipkitur Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Kisanana,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17091.0,False,False,False,False,False,False,False,False
17090.0,Oldebes Dispensary,Oldebes Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Kisanana,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17090.0,False,False,False,False,False,False,False,False
17089.0,Kalamene Dispensary,Kalamene Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe South,Igembe South,Akachiu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17089.0,False,False,False,False,False,False,False,False
17088.0,Kibias Dispensary,Kibias Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Eldama Ravine,Koibatek,Lembus/Perkerra,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17088.0,False,False,False,False,False,False,False,False
17087.0,Kabiyet Dispensary,Kabiyet Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Eldama Ravine,Koibatek,Ravine,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17087.0,False,False,False,False,False,False,False,False
17086.0,Seguton Dispensary (Lembus),Seguton Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Eldama Ravine,Koibatek,Lembus,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17086.0,False,False,False,False,False,False,False,False
17085.0,Belgut Dispensary,Belgut Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Bomet East,Bomet East,Merigi,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17085.0,False,False,False,False,False,False,False,False
17084.0,Nakurtakwei Dispensary,Nakurtakwei Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Eldama Ravine,Koibatek,Koibatek,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17084.0,False,False,False,False,False,False,False,False
17083.0,Kembu Dispensary,Kembu Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bomet,Bomet East,Bomet East,Kembu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17083.0,False,False,False,False,False,False,False,False
17082.0,Nyaporo Dispensary,Nyaporo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Kakamega,Mumias East,Mumias East,Malaha/Isongo/Makunga,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,2.0,17082.0,False,False,False,False,False,False,False,False
17081.0,Buwa,Buwa Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Bura,Bura,Bangale,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17081.0,False,False,False,False,False,False,False,False
17080.0,Wayu Boru,Wayu Boru Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Galole,Galole,Wayu,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17080.0,False,False,False,False,False,False,False,False
17079.0,Meti Dispensary,Meti Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Bura,Bura,Bura,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17079.0,False,False,False,False,False,False,False,False
17078.0,Haroresa,Haroresa Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Galole,Galole,Wayu,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17078.0,False,False,False,False,False,False,False,False
17077.0,Roka,Roka Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Bura,Bura,Bangale,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17077.0,False,False,False,False,False,False,False,False
17076.0,Kapkoto Dispensary,Kapkota Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bungoma,Mt. Elgon,Cheptais,Chesikaki,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17076.0,False,False,False,False,False,False,False,False
17075.0,Bura Nomadic,Bura Nomadic,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Galole,Galole,Wayu,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17075.0,False,False,False,False,False,False,False,False
17073.0,Koshok Dispensary,Koshok Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Bungoma,Mt. Elgon,Mt Elgon,Elgon,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17073.0,False,False,False,False,False,False,False,False
17072.0,Boka,Boka Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Tana River,Galole,Galole,Wayu,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17072.0,False,False,False,False,False,False,False,False
17071.0,Rei Dispensary,Rei Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Tigania West,Tigania West,Kianjai,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17071.0,False,False,False,False,False,False,False,False
17069.0,Yala Dispensary,Yala Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Homa Bay,Kasipul,Rachuonyo South,South Kasipul,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17069.0,False,False,False,False,False,False,False,False
17068.0,Antubetwe Njoune Dispensary,Antubetwe Njoune Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Igembe East,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17068.0,False,False,False,False,False,False,False,False
17067.0,Antubochiu Dispensary,Antubochiu Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe South,Igembe South,Kiegoi/Antubochiu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17067.0,False,False,False,False,False,False,False,False
17066.0,Thumbereria Dispensary,Thumbereria Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Njia,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17066.0,False,False,False,False,False,False,False,False
17065.0,Kangeta G K Prison Dispensary,Kangeta GK Prison Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Kangeta,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17065.0,False,False,False,False,False,False,False,False
17064.0,Kalimbene Dispensary,Kalimbene Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe Central,Igembe Central,Kangeta,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17064.0,False,False,False,False,False,False,False,False
17063.0,Dry's Dispensary,Dry's Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Ainabkoi/Olare,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17063.0,False,False,False,False,False,False,False,False
17062.0,Amwamba Dispensary,Amwamba Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Igembe South,Igembe South,Akachiu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17062.0,False,False,False,False,False,False,False,False
17061.0,Mbugiti Dispensary,Mbugiti Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Gatanga,Gatanga,Kariara,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17061.0,False,False,False,False,False,False,False,False
17060.0,Kiarutara Dispensary,Kiarutara Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Gatanga,Gatanga,Kariara,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17060.0,False,False,False,False,False,False,False,False
17059.0,Ithangarari Dispensary,Ithangarari Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Gatanga,Gatanga,Mugumo-ini,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17059.0,False,False,False,False,False,False,False,False
17058.0,Gathanji Dispensary,Gathanji Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Muranga,Gatanga,Gatanga,Gatanga,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17058.0,False,False,False,False,False,False,False,False
17056.0,Barsemoi Dispensary,Barsemoi Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Baringo South,Marigat,Marigat,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17056.0,False,False,False,False,False,False,False,False
17055.0,Mwingi Medicare Centre,Mwingi Medicare Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,24,0,24,Kitui,Mwingi Central,Mwingi Central,Kivou,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,3.0,17055.0,False,False,False,False,True,True,True,True
17053.0,Ilchalai Dispensary,Ilchalai Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,0,4,Kajiado,Kajiado South,Loitokitok,Imbrikani/Eselelnkei,Operational,Yes,No,Yes,No,,kmhfr_openafrica_2020,2.0,17053.0,False,False,False,False,False,False,False,False
17052.0,Ng'ong'a Dispensary,Ng'ong'a Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Awendo,Awendo,South Sakwa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17052.0,False,False,False,False,False,False,False,False
17051.0,Siruti Dispensary,Siruti Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Migori,Awendo,Awendo,West Sakwa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17051.0,False,False,False,False,False,False,False,False
17050.0,Angaga Dispensary,Angaga Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Migori,Awendo,Awendo,South Sakwa,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17050.0,False,False,False,False,False,False,False,False
17049.0,Kaiani Dispensary,Kaiani Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Machakos,Mwala,Mwala,Wamunyu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17049.0,False,False,False,False,False,False,False,False
17048.0,Parua Dispensary,Parua Dispensary,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,0,West Pokot,Pokot South,Pokot South,Batei,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17048.0,False,False,False,False,False,False,False,False
17047.0,Chesupet Dispensary,Chesupet Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Pokot South,Pokot South,Lelan,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17047.0,False,False,False,False,False,False,False,False
17046.0,Dubai Medical Clinic,Dubai Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Nakuru,Bahati,Nakuru North,Lanet/Umoja,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17046.0,False,False,False,False,False,False,False,False
17045.0,Wakor Dispensary,Wakor Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Sigor,Pokot Central,Wei Wei,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17045.0,False,False,False,False,False,False,False,False
17044.0,St Monica Medical Clinic,St. Monica Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Nakuru,Bahati,Nakuru North,Lanet/Umoja,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17044.0,False,False,False,False,False,False,False,False
17043.0,Kapsait Dispensary (Pokot South),Kapsait Dispensary (Pokot South),Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Pokot South,Pokot South,Lelan,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17043.0,False,False,False,False,False,False,False,False
17042.0,Mokoyon Dispensary,Mokoyon Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,West Pokot,Pokot South,Pokot South,Lelan,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17042.0,False,False,False,False,False,False,False,False
17041.0,Khulwanda Dispensary,Khulwanda Dispensary,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Bungoma,Bumula,Bumula,Khasoko,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17041.0,False,False,False,False,False,False,False,False
17040.0,Lodwar Medical Centre,Lodwar Medical Centre,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,1,7,Turkana,Turkana Central,Turkana Central,Lodwar Township,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,17040.0,False,False,False,False,False,False,False,False
17039.0,Ombo Kowiti Dispensary,Ombo Kowiti Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,1,Migori,Uriri,Uriri,Central Kanyamkago,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17039.0,False,False,False,False,False,False,False,False
17038.0,Koloo Dispensary,Koloo Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,0,6,Migori,Uriri,Uriri,North Kanyamkago,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17038.0,False,False,False,False,False,False,False,False
17036.0,St. John's Nyabite,St. John's Nyabite,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,2,Nyamira,West Mugirango,Nyamira,Nyamaiya,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17036.0,False,False,False,False,False,False,False,False
17035.0,Burduras Health Centre,Burduras Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mandera,Mandera West,Mandera West,Gither,Operational,Yes,No,Yes,No,,kmhfr_openafrica_2020,3.0,17035.0,False,False,False,False,True,True,True,True
17034.0,Location Medical Clinic,Location Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),2,0,2,Laikipia,Laikipia West,Laikipia West,Rumuruti Township,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17034.0,False,False,False,False,False,False,False,False
17033.0,Muruku Dispensary,Muruku Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Laikipia,Laikipia West,Laikipia West,Salama,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17033.0,False,False,False,False,False,False,False,False
17032.0,Unison Medical Clinic,Unison Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,2,0,2,Laikipia,Laikipia West,Laikipia West,Rumuruti Township,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17032.0,False,False,False,False,False,False,False,False
17030.0,Kalicha Dispensary,Kalicha Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Mandera,Mandera North,Mandera North,Rhamu Dimtu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17030.0,False,False,False,False,False,False,False,False
17029.0,Segera Mission Dispensary,Segera Mission Dispensary,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Laikipia,Laikipia North,Laikipia North,Segera,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17029.0,False,False,False,False,False,False,False,False
17028.0,Kimuri Dispensary,Kimuri Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Cherangany,Cherangany,Sinyerere,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17028.0,False,False,False,False,False,False,False,False
17027.0,Sitatunga Dispensary,Sitatunga Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Trans Nzoia,Cherangany,Cherangany,Sitatunga,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17027.0,False,False,False,False,False,False,False,False
17026.0,Kambe Kikomani Medical Clinic,Kambe Medical Clinic (Kikomani),Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kilifi,Kaloleni,Kaloleni,Kaloleni,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17026.0,False,False,False,False,False,False,False,False
17025.0,Menegai Medical Clinic,Menegai Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nakuru,Bahati,Nakuru North,Kiamaina,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,17025.0,False,False,False,False,False,False,False,False
17024.0,Cheptingwich Dispensary,Cheptingwich Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kabwareng,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,17024.0,False,False,False,False,False,False,False,False
