facility_code,facility_name,official_name,keph_level,facility_type,facility_type_category,owner,owner_type,regulatory_body,beds,cots,beds_and_cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,service_names,source,keph_level_numeric,facility_id,eligible_hemodialysis,eligible_icu_ventilator,eligible_anesthesia_theatre,eligible_mri_ct,eligible_xray,eligible_ultrasound,eligible_patient_monitor,equipment_eligible_any
25720.0,Itete Dispensary,Itete Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,8,3,11,Kakamega,Matungu,Matungu,Koyonzo,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25720.0,False,False,False,False,False,False,False,False
25722.0,Penda Medical Center - Mathare North,Penda Medical Center - Mathare North,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,3.0,25722.0,False,False,False,False,True,True,True,True
25702.0,Annie Hospital,Annie Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,30,4,34,Trans Nzoia,Kiminini,Kiminini,Hospital,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25702.0,False,False,False,False,True,True,True,True
25719.0,The white cresent Hospital,The white cresent Hospital,Level 5,Secondary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,,87,4,91,Nandi,Chesumei,Chesumei,Chemundu/Kapng'etunyi,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,5.0,25719.0,True,True,True,True,True,True,True,True
25699.0,Lutasio Health Centre,Lutasio Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,2,4,Kakamega,Matungu,Matungu,Khalaba,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,25699.0,False,False,False,False,True,True,True,True
25716.0,Kitaor  Dispensary,Kitaor  Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nandi,Aldai,Aldai,Kemeloi-maraba,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25716.0,False,False,False,False,False,False,False,False
25698.0,Namasanda Health Centre,Namasanda Health Centre,Level 2,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,10,2,12,Kakamega,Matungu,Matungu,Kholera,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25698.0,False,False,False,False,False,False,False,False
25701.0,BROOKLYN MEDICAL CENTRE,BROOKLYN MEDICAL CENTRE,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Bomet,Bomet Central,Bomet Central,Silibwet Township,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,3.0,25701.0,False,False,False,False,True,True,True,True
25704.0,Wellness Health Services,Wellness Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,,0,0,0,Machakos,Machakos Town,Machakos,Muvuti/Kiima-kimwe,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25704.0,False,False,False,False,False,False,False,False
25721.0,Penda Medical Centre - Lucky Summer,Penda Medical Centre - Lucky Summer,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Ministry of Health,0,0,0,Nairobi,Ruaraka,Ruaraka,Lucky Summer,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25721.0,False,False,False,False,True,True,True,True
25697.0,Emaira Dispensary,Emaira Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,0,0,0,Kakamega,Butere,Butere,Marama West,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25697.0,False,False,False,False,False,False,False,False
25690.0,DANYA MEDICAL CENTRE,DANYA MEDICAL CENTRE,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,16,4,20,Nyamira,West Mugirango,Nyamira,Bonyamatuta,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25690.0,False,False,False,False,True,True,True,True
25723.0,Mimosa Cottage Hospital,Mimosa Cottage Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,,14,0,14,Nairobi,Roysambu,Roysambu,Roysambu,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25723.0,False,False,False,False,True,True,True,True
25691.0,Custom Medical Center,Custom Medical Center,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,27,3,30,Mandera,Mandera East,Mandera East,Township,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25691.0,False,False,False,False,True,True,True,True
25693.0,Ntharawe Dispensary,Ntharawe Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Embu,Mbeere South,Mbeere South,Kiambere,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25693.0,False,False,False,False,False,False,False,False
25694.0,Shichinji Dispensary,Shichinji Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,4,1,5,Kakamega,Ikolomani,Ikolomani,Idakho North,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25694.0,False,False,False,False,False,False,False,False
25692.0,Munasio Dispensary,Munasio Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kakamega,Shinyalu,Shinyalu,Isukha West,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25692.0,False,False,False,False,False,False,False,False
25685.0,Medafya Healthcare Limited,Medafya Healthcare Limited,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,,0,0,0,Kisumu,Kisumu Central,Kisumu Central,Shauri Moyo Kaloleni,Operational,No,No,No,No,,kmhfr_openafrica_2020,3.0,25685.0,False,False,False,False,True,True,True,True
25725.0,Hakika Medical clinic,Hakika Medical clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi North,Embakasi North,Kariobangi North,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25725.0,False,False,False,False,False,False,False,False
25688.0,Edris Premier Hospital Limited,Edris Premier Hospital Limited,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,25,0,25,Nairobi,Kamukunji,Kamukunji,Airbase,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25688.0,False,False,False,False,True,True,True,True
25696.0,Venus Medical Center,Venus Medical Center,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kirinyaga,Gichugu,Kirinyaga East,Njukiine,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25696.0,False,False,False,False,False,False,False,False
25675.0,Neema Optician Eye Clinic,Neema Optician Eye Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25675.0,False,False,False,False,False,False,False,False
25676.0,Garlands Medical Center,Garlands Medical Center,Level 3,Medical Center,MEDICAL CENTER,Private Practice- Pharmacist,Private Practice,Kenya MPDB,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Ruring'u,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25676.0,False,False,False,False,True,True,True,True
25672.0,Kamalel Health Centre,Kamalel Health Centre,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Kenya MPDB,30,0,30,Uasin Gishu,Kesses,Kesses,Racecourse,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25672.0,False,False,False,False,True,True,True,True
25695.0,Lions Sightfirst Eye Hospital Nyeri,Lions Sightfirst Eye Hospital Nyeri,Level 3,Medical Center,MEDICAL CENTER,Non-Governmental Organizations,Non-Governmental Organizations,Clinical Officers Council,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,3.0,25695.0,False,False,False,False,True,True,True,True
25677.0,Agha Khan University Hospital Malindi,Agha Khan University Hospital Malindi,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kilifi,Magarini,Magarini,Sabaki,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25677.0,False,False,False,False,False,False,False,False
25673.0,Kibotany Dispensary,Kibotany Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Baringo,Mogotio,Mogotio,Kisanana,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25673.0,False,False,False,False,False,False,False,False
25616.0,Supermed Dialysis & Diagnostic Centre,Supermed Dialysis & Diagnostic Centre,Level 3,Nursing Homes,NURSING HOME,Private Practice - Medical Specialist,Private Practice,Nursing Council of Kenya (Private Practice),8,0,8,Mandera,Mandera East,Mandera East,Township,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25616.0,False,False,False,False,True,True,True,True
25678.0,Gladwell-B,Gladwell-B,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Kilifi,Magarini,Magarini,Gongoni,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25678.0,False,False,False,False,False,False,False,False
25679.0,Muye Wa Kaye,Muye Wa Kaye,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Magarini,Magarini,Adu,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25679.0,False,False,False,False,False,False,False,False
25623.0,Hudud Nursing Home,Hudud Nursing Home,Level 3,Nursing Homes,NURSING HOME,Private Practice - Nurse / Midwifery,Private Practice,Pharmacy & Poisons Board,24,2,26,Mandera,Mandera East,Mandera East,Township,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25623.0,False,False,False,False,True,True,True,True
25618.0,Lions Ngoswani Hospital,Lions Ngoswani Community Maternal and Child Hospital,Level 3,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,10,6,16,Narok,Narok West,Narok West,Siana,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25618.0,False,False,False,False,True,True,True,True
25617.0,Karare Medical Clinic,Karare Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Marsabit,Saku,Saku,Karare,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25617.0,False,False,False,False,False,False,False,False
25626.0,Mbudzi Community Health Centre,Mbudzi Community Health Centre,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kilifi,Ganze,Ganze,Jaribuni,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25626.0,False,False,False,False,False,False,False,False
25632.0,Royal Victory Hospital,Royal Victory Hospital,Level 3,Specialized & Tertiary Referral hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Ministry of Health,15,0,15,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25632.0,False,False,False,False,True,True,True,True
25674.0,The God's Favour Nursing Home,The God's Favour Nursing Home,Level 2,Nursing and Maternity Home,NURSING HOME,Private Practice- Pharmacist,Private Practice,Clinical Officers Council,5,0,5,Uasin Gishu,Soy,Soy,Moi's Bridge,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25674.0,False,False,False,False,False,False,False,False
25724.0,Penda Medical Centre - Kahawa Wendani,Penda Medical Centre - Kahawa Wendani,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,,0,0,0,Kiambu,Ruiru,Ruiru,Kahawa Wendani,Operational,No,No,No,Yes,,kmhfr_openafrica_2020,2.0,25724.0,False,False,False,False,False,False,False,False
25625.0,Mumias West Health Care,Mumias West Health Care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Kakamega,Mumias West,Mumias West,Mumias Central,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25625.0,False,False,False,False,False,False,False,False
25633.0,Naki Medical Clinic,Naki Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Meru,Central Imenti,Imenti Central,Abothuguchi Central,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25633.0,False,False,False,False,False,False,False,False
25680.0,Bonventure Kiamuri Medical Clinic,Bonventure Kiamuri Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Meru,Central Imenti,Imenti Central,Kiagu,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25680.0,False,False,False,False,False,False,False,False
25635.0,Gatuune Dispensary,Gatuune Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Meru,Central Imenti,Imenti Central,Mwangathia,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25635.0,False,False,False,False,False,False,False,False
25609.0,Adenville Medical Care Centre,Adenville Medical Care Centre,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,24,1,25,Machakos,Mavoko,Athi River,Athi River,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25609.0,False,False,False,False,True,True,True,True
25669.0,Cape Of Good Hope Memoral Medical Clinic,Cape Of Good Hope Memoral Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,,5,0,5,Homa Bay,Mbita,Mbita,Mfangano Island,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25669.0,False,False,False,False,False,False,False,False
25687.0,Prince Richard Health Care Clinic,Prince Richard Health Care Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Homa Bay,Mbita,Mbita,Kasgunga,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25687.0,False,False,False,False,False,False,False,False
25610.0,Miathene Medical Clinic,Miathene Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Meru,Tigania West,Tigania West,Kianjai,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25610.0,False,False,False,False,False,False,False,False
25608.0,Kapsimatwo Central Clinic,Kapsimatwo Central Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nandi,Nandi Hills,Nandi Hills,Nandi Hills,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25608.0,False,False,False,False,False,False,False,False
25597.0,Bombangi Dispensary,Bombangi Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,,12,0,12,Nyamira,West Mugirango,Nyamira,Township,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25597.0,False,False,False,False,False,False,False,False
25612.0,MIKINDUNI DISPENSARY,MIKINDUNI DISPENSARY,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),2,0,2,Tana River,Galole,Galole,Mikinduni,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25612.0,False,False,False,False,False,False,False,False
25715.0,Nabro Medical Clinic,Nabro Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Nandi,Aldai,Aldai,Kemeloi-maraba,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25715.0,False,False,False,False,False,False,False,False
25636.0,Beta Care Setlite clinic,Beta Care Setlite clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nairobi,Starehe,Starehe,Ngara,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25636.0,False,False,False,False,False,False,False,False
25614.0,Osim Medical Centre,Osim Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Pharmacy & Poisons Board,2,0,2,Kajiado,Kajiado West,Kajiado West,Keekonyokie,Operational,Yes,No,No,Yes,,kmhfr_openafrica_2020,2.0,25614.0,False,False,False,False,False,False,False,False
25596.0,Nyamanga Dispensary(Ndhiwa),Nyamanga Dispensary(Ndhiwa),Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,2,Homa Bay,Ndhiwa,Ndhiwa,Kanyamwa Kosewe,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25596.0,False,False,False,False,False,False,False,False
25641.0,Kenswed Nursing Home,Kenswed  Nursing Home,Level 2,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,4,2,6,Kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25641.0,False,False,False,False,False,False,False,False
25642.0,Equity Afia  Medical Centre (Kikuyu),Equity Afia  Medical Centre (Kikuyu),Level 2,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kiambu,Kikuyu,Kikuyu,Kikuyu,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25642.0,False,False,False,False,False,False,False,False
25643.0,Mwirigis Healthcare Services,Mwirigis Healthcare Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Nyeri,Nyeri South,Nyeri South,Iria-ini,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25643.0,False,False,False,False,False,False,False,False
25644.0,Health Gate Hospital,Health Gate Hospital,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,,70,1,71,Nairobi,Starehe,Starehe,Pangani,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,4.0,25644.0,True,True,True,False,True,True,True,True
25594.0,Nyumbani Medical Centre,Nyumbani Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Meru,Igembe South,Igembe South,Maua,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25594.0,False,False,False,False,False,False,False,False
25595.0,Waridi Family Health Care Center,Waridi Family Health Care Center,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Meru,Igembe South,Igembe South,Maua,Operational,No,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25595.0,False,False,False,False,False,False,False,False
25639.0,States View Medical Cetre,States View Medical Cetre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Clinical Officers Council,4,0,4,Nairobi,Embakasi East,Embakasi East,Lower Savannah,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25639.0,False,False,False,False,False,False,False,False
25650.0,Access Afya Baba dogo,Access Afya Baba dogo,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,0,2,Nairobi,Ruaraka,Ruaraka,Babandogo,Operational,No,No,No,Yes,,kmhfr_openafrica_2020,2.0,25650.0,False,False,False,False,False,False,False,False
25592.0,Jamii Dental Clinic- Rongo,Jamii Dental Clinic- Rongo,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,1,0,1,Migori,Rongo,Rongo,Central Kamagambo,Operational,No,No,Yes,No,,kmhfr_openafrica_2020,2.0,25592.0,False,False,False,False,False,False,False,False
25700.0,Bomets health care,Bomets health care,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Trans Nzoia,Cherangany,Cherangany,Chepsiro/Kiptoror,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25700.0,False,False,False,False,False,False,False,False
25651.0,Ponacare Medical LTD,Ponacare Medical LTD,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,0,Mombasa,Nyali,Nyali,Frere Town,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25651.0,False,False,False,False,False,False,False,False
25652.0,Waikiki Health Services,Waikiki Health Services,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,3,0,3,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,2.0,25652.0,False,False,False,False,False,False,False,False
25585.0,Reliable Health Care Services Limited,Reliable Health Care Services Limited,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,"Kenya Medical Laboratory, Tech & Technologists Board",20,1,21,Machakos,Masinga,Masinga,Masinga Central,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25585.0,False,False,False,False,True,True,True,True
25654.0,Primecare Health  Services,Primecare Health  Services,Level 2,Basic Health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Kiambu,Ruiru,Ruiru,Biashara,Operational,No,No,Yes,Yes,,kmhfr_openafrica_2020,2.0,25654.0,False,False,False,False,False,False,False,False
25584.0,St James Life Care Hospital,St James Life Care Hospital,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Private Company,Private Practice,Kenya MPDB,20,0,20,Siaya,Ugunja,Ugunja,Ugunja,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25584.0,False,False,False,False,True,True,True,True
25655.0,Faith and Gracious Clinic,Faith and Gracious Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Embu,Manyatta,Manyatta,Ruguru-ngandori,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25655.0,False,False,False,False,False,False,False,False
25586.0,Dr. Shem Rakewa Dental Clinic,Dr. Shem Rakewa Limited,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25586.0,False,False,False,False,False,False,False,False
25580.0,Tuwo Dipensary,Tuwo Dipensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,0,Baringo,Tiaty,Tiaty East,Loiyamorok,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25580.0,False,False,False,False,False,False,False,False
25581.0,Cheplogoi Siri Medical  Clinic,Cheplogoi Siri Medical  Clinic,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4,2,6,Baringo,Baringo South,Marigat,Marigat,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25581.0,False,False,False,False,False,False,False,False
25647.0,Tanocare Dental Clinic,Tanocare Dental Clinic,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Mugwe,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25647.0,False,False,False,False,False,False,False,False
25591.0,Jordan Primary Healthcare,Jordan Primary Healthcare,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,,0,0,0,Embu,Mbeere South,Mbeere South,Mbeti South,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25591.0,False,False,False,False,False,False,False,False
25656.0,Bliss Medical Center(Umoja 2),Bliss Medical Center(Umoja 2),Level 2,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25656.0,False,False,False,False,False,False,False,False
25657.0,Thawabu Medical Clinic,Thawabu Medical Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25657.0,False,False,False,False,False,False,False,False
25658.0,Equata Medical Center,Equata Medical Center,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25658.0,False,False,False,False,False,False,False,False
25552.0,Asha Care Medical Consultants Clinic,Asha Care Medical Consultants Clinic,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Machakos,Matungulu,Matungulu,Matungulu West,Operational,No,Yes,Yes,No,,kmhfr_openafrica_2020,2.0,25552.0,False,False,False,False,False,False,False,False
25661.0,Heroes,Heroes Cottage Hospital,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,24,4,28,Migori,Kuria West,Kuria West,Bukira East,Operational,Yes,Yes,Yes,Yes,,kmhfr_openafrica_2020,3.0,25661.0,False,False,False,False,True,True,True,True
25548.0,OINOBMOI MEDICAL CLINIC,OINOBMOI MEDICAL CLINIC,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Baringo,Baringo Central,Baringo Central,Kabarnet,Operational,Yes,No,No,No,,kmhfr_openafrica_2020,2.0,25548.0,False,False,False,False,False,False,False,False
25564.0,Munoru Dispensary,Munoru Dispensary,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nyandarua,Kipipiri,Kipipiri,Githioro,Operational,No,No,No,No,,kmhfr_openafrica_2020,2.0,25564.0,False,False,False,False,False,False,False,False
25553.0,Smartcare Medical Centre,Smartcare Medical Centre,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,0,Machakos,Matungulu,Matungulu,Matungulu West,Operational,No,Yes,No,No,,kmhfr_openafrica_2020,2.0,25553.0,False,False,False,False,False,False,False,False
